,wind_spd,wind_dir,turb_int,yaw_angles_opt,totalpower_stochastic,totalpower
0,10,90.0,0.025,"[ 0.    0.    0.   13.75 15.   13.75 17.5  16.25 17.5  25.   25.   25.
 31.25 32.5  31.25 33.75 32.5  32.5 ]","[1725.62436172 1780.51269633 1747.52476663 1598.42535896 1638.23126561
 1452.86925011 1750.45756653 1468.61344759 1301.18757768 1041.34167571
 1229.85521795 1471.35365186  986.26384533  623.38778059 1346.31137992
 2195.76017228 2485.80665837 1805.2504272 ]","[1713.74919332 1771.29516918 1737.02029133 1591.3461843  1629.95365268
 1445.07253131 1740.1177897  1461.0553655  1295.54360325 1036.78306278
 1224.26528799 1464.07428071  981.33198463  620.0872688  1339.53819297
 2185.40055797 2471.14939988 1796.31955284]"
1,10,90.0,0.05,"[ 0.    0.    0.   12.5  13.75 12.5  16.25 16.25 16.25 21.25 25.   25.
 31.25 31.25 30.   33.75 32.5  32.5 ]","[1664.60537547 1732.30718033 1690.03879956 1562.07400614 1614.94592501
 1421.8722952  1712.79146453 1425.5092375  1302.58934172 1131.24559566
 1242.71930843 1448.97223606 1007.36357198  664.31036205 1383.95412575
 2195.76017228 2485.80665837 1805.2504272 ]","[1655.54025446 1720.90103495 1679.57844579 1555.04042765 1607.39106617
 1412.30675359 1701.01014131 1415.99263851 1296.89368322 1124.1736462
 1237.03729251 1440.97330948 1002.3750437   660.70039229 1375.78411667
 2185.40055797 2471.14939988 1796.31955284]"
2,10,90.0,0.075,"[ 0.    0.    0.   12.5  12.5  11.25 15.   16.25 16.25 21.25 17.5  21.25
 30.   31.25 31.25 32.5  30.   30.  ]","[1642.75175373 1687.39170091 1648.53457016 1530.83595966 1592.14159896
 1398.05571629 1697.59164739 1330.81404524 1254.35854283 1112.79748204
 1360.38635762 1512.63334847 1063.8680767   663.36628051 1361.82650087
 2242.52242342 2552.34364709 1915.64738932]","[1634.42318212 1677.10562762 1640.02976303 1523.91439037 1585.04936516
 1389.23003395 1686.65199163 1324.60485546 1248.65599337 1106.61352118
 1353.24396999 1505.61589314 1058.96086226  660.00157116 1354.66620084
 2232.29711188 2539.63479111 1907.01643481]"
3,10,92.0,0.025,"[ 0.    0.    0.   12.5  10.   10.   15.   15.   15.   25.   25.   25.
 30.   28.75 26.25 28.75 27.5  27.5 ]","[1822.24853017 1971.15567031 1862.89691298 1788.42467085 1978.33846531
 1659.65725786 2077.12984756 1727.49948246 1501.06024156 1206.98947153
 1481.63331595 1631.35480881 1158.46565615  793.20350535 1603.86609046
 2372.93055101 2610.67794137 2022.05251622]","[1813.37896822 1960.96377156 1854.42104267 1779.18036158 1968.11154039
 1650.51181087 2063.53520776 1716.03384057 1493.83517962 1201.04631845
 1474.34327002 1623.72584194 1150.34641771  789.10940772 1596.58814022
 2359.89666516 2598.49464166 2009.77698708]"
4,10,92.0,0.05,"[ 0.    0.    0.   10.   10.   10.   16.25 15.   15.   25.   18.75 25.
 28.75 30.   27.5  28.75 28.75 25.  ]","[1757.26293306 1919.29746864 1833.19912687 1794.40938835 1896.29477409
 1641.37545431 1995.71536197 1612.18269053 1511.69913772 1180.39481739
 1638.13983375 1668.9775626  1198.5382784   834.29387474 1521.04674164
 2372.93055101 2582.69360444 2123.29675732]","[1747.04292849 1910.58432597 1824.70125689 1785.21895352 1887.75540302
 1632.92994853 1984.74175355 1604.84280447 1505.3052413  1173.81977192
 1629.88300735 1659.79994381 1192.10567342  830.12945477 1513.98668443
 2359.89666516 2570.26668855 2111.92089596]"
5,10,92.0,0.075,"[ 0.    0.    0.   10.    8.75  8.75 16.25 15.   16.25 25.   17.5  17.5
 27.5  28.75 28.75 28.75 28.75 28.75]","[1733.23914689 1864.94467552 1739.58639669 1748.4674036  1851.01537965
 1582.64891468 1940.98245852 1563.61026219 1386.4623321  1155.96164645
 1636.02936036 1759.07985477 1269.96620434  899.36554494 1653.62090904
 2372.93055101 2582.69360444 1969.45303722]","[1721.85671533 1856.43321111 1728.90668484 1738.04731179 1842.61511457
 1575.54278028 1931.68776118 1556.7805884  1378.55683713 1147.89300543
 1627.76134733 1749.36679741 1264.08166611  893.3511003  1644.93983066
 2359.89666516 2570.26668855 1959.38421908]"
6,10,94.0,0.025,"[ 0.    0.    0.   18.75 12.5  13.75 21.25 21.25 20.   25.   22.5  22.5
 26.25 27.5  26.25 25.   25.   26.25]","[2119.82150073 2028.48946633 2034.2747845  1848.86998817 2129.11824247
 1823.08691701 2196.12371371 1725.78175944 1597.71665072 1339.95944607
 1858.04451695 1934.82281379 1447.91981343 1049.35955652 1908.68914511
 2486.89283117 2659.8282946  2073.36344423]","[2108.66180063 2015.75910377 2021.30709059 1840.31867171 2117.75511072
 1814.32880493 2185.74227333 1714.02019209 1590.58991179 1333.4890506
 1849.55032206 1925.96610998 1439.49449434 1044.29159898 1900.18162142
 2472.29254525 2647.74682851 2059.57734616]"
7,10,94.0,0.05,"[ 0.    0.    0.   17.5  13.75 13.75 20.   20.   20.   25.   22.5  21.25
 26.25 26.25 26.25 25.   26.25 26.25]","[2058.38044094 2070.85274772 2027.19305272 1839.23295401 2066.53791011
 1788.35266425 2178.10083776 1739.03812923 1573.93937027 1337.67678628
 1828.28698879 1949.92503846 1466.13140361 1135.57993709 1919.96153757
 2486.89283117 2636.36645614 2073.36344423]","[2044.20614506 2056.83265941 2014.62367667 1830.70370166 2052.31310897
 1779.20791031 2167.54923688 1728.02042747 1566.86256374 1331.2340719
 1819.58699559 1940.62664792 1458.22180114 1127.84528507 1911.31058401
 2472.29254525 2624.32074171 2059.57734616]"
8,10,94.0,0.075,"[ 0.    0.    0.   17.5  13.75 13.75 20.   18.75 18.75 22.5  21.25 21.25
 26.25 26.25 25.   26.25 26.25 25.  ]","[2027.90658746 2055.57230363 2007.04700126 1818.41582815 2008.31238806
 1740.60575328 2108.7023608  1722.43012159 1588.05045565 1410.05920141
 1821.47460921 1908.15315729 1540.42689973 1166.06990118 1921.37687929
 2450.99211464 2636.36645614 2123.29675732]","[2015.34284067 2041.51171043 1995.48713703 1809.60118305 1996.76880073
 1729.64890942 2096.97484442 1710.40569441 1580.9173428  1400.70015076
 1812.63981964 1899.79034298 1533.32213095 1158.41864184 1912.64089156
 2434.5087429  2624.32074171 2111.92089596]"
9,10,96.0,0.025,"[ 0.    0.    0.   17.5  12.5  12.5  18.75 16.25 15.   20.   16.25 17.5
 25.   21.25 22.5  25.   25.   25.  ]","[2277.54157982 1841.25086052 1782.9565849  1986.87925264 1924.94683066
 1739.34708072 2365.86662925 1883.93733839 1737.14434269 1679.32457376
 2150.65831366 2122.95806516 1833.13886586 1524.95250162 2246.24375075
 2486.89283117 2659.8282946  2123.29675732]","[2267.16905526 1832.74418446 1773.55816436 1976.23335037 1915.79687864
 1728.05408264 2353.16805009 1875.21881621 1726.04844182 1669.40536699
 2139.91466983 2111.70875743 1824.42235464 1517.7112217  2236.11565209
 2472.29254525 2647.74682851 2111.92089596]"
